Ticker,Ticker,Name,Sector,Industry,Location,Exchange,DataType,Beta,P/E,Price,Market cap,52_High,52_low,Last Cash Flow
RYN,RYN,RAYONIER REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9794,53.8802,31.03,4599303836,38.47,27.81,-264
CLVT,CLVT,CLARIVATE PLC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.1078,0,9.455,6392267378,14.99,7.155,306
AVT,AVT,AVNET INC,Information Technology,Electronic Equipment & Parts,United States,NASDAQ,,1.3793,5.2651,48.94,4473084189,49.16,35.45,-268
ELAN,ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Pharmaceuticals,United States,New York Stock Exchange Inc.,,0.9727,,9.975,4913191237,20.97,7.88,315
CPRI,CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,2.2841,7.9298,36.055,4232020524,69.25,34.25,545
EVR,EVR,EVERCORE INC CLASS A,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.5164,12.3678,123.25,5073753870,137.4175,78.665,508
OZK,OZK,BANK OZK,Financials,Banking Services,United States,NASDAQ,,1.3743,8.0384,40.08,5158772952,49.52,30.72,735
BPOP,BPOP,POPULAR INC,Financials,Banking Services,United States,NASDAQ,,0.8469,4.2148,60.84,4378901202,83.22,49.34,911
KEX,KEX,KIRBY CORP,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,1.2625,30.9053,75.52,4531200000,76.655,55.03,122
AZPN,AZPN,ASPEN TECHNOLOGY INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.9289,219.87,165.085,10708976454,263.59,161.32,26
VAC,VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,2.0275,12.5634,122.78,4519400425,165.85,112.7,457
DV,DV,DOUBLEVERIFY HOLDINGS INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.536,129.5032,38.01,6320618283,38.74,20.38,55
MDU,MDU,MDU RESOURCES GROUP INC,Industrials,Multiline Utilities,United States,New York Stock Exchange Inc.,,0.7672,11.3242,21,4276406400,22.3156,17.8154,510
ASH,ASH,ASHLAND INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,0.9783,18.6488,86.945,4551890707,114.36,80,-326
SYNH,SYNH,SYNEOS HEALTH INC CLASS A,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.6015,29.3514,42.199,4376635525,79.77,22.8941,334
AL,AL,AIR LEASE CORP CLASS A,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.7803,10.0643,41.52,4609359408,46.2,30.08,-160
FOX,FOX,FOX CORP CLASS B,Communication,Media & Publishing,United States,NASDAQ,,0.8782,,32.18,16796510000,34.42,26.35,1577
FYBR,FYBR,FRONTIER COMMUNICATIONS PARENT INC,Communication,Telecommunications Services,United States,NASDAQ,,1.171,11.3878,17.68,4337858720,30.83,14.495,-1337
ESI,ESI,ELEMENT SOLUTIONS INC,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.3061,26.7173,19.055,4600250478,21.9,15.31,250
NVCR,NVCR,NOVOCURE LTD,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.6882,1735.381,40.58,4391752000,120.03,39.85,9
CRUS,CRUS,CIRRUS LOGIC INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,0.9584,25.7143,79.22,4333934487,111.15,61.94,95
WTFC,WTFC,WINTRUST FINANCIAL CORP,Financials,Banking Services,United States,NASDAQ,,1.1861,8.1785,72.73,4450553798,97.81,57.48,1375
SNV,SNV,SYNOVUS FINANCIAL CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.3652,5.7134,30.11,4399588892,44.91,25.19,1191
LNC,LNC,LINCOLN NATIONAL CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.7783,6.7282,25.405,4307636233,54.5909,18.5,4033
COTY,COTY,COTY INC CLASS A,Consumer Staples,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,1.8828,65.1652,12.26,10455288768,12.64,6.19,553
M,M,MACYS INC,Consumer Discretionary,Diversified Retail,United States,New York Stock Exchange Inc.,,1.8589,4.2398,15.85,4319597330,25.12,12.8,320
COLB,COLB,COLUMBIA BANKING SYSTEM INC,Financials,Banking Services,United States,NASDAQ,,0.6574,8.5135,20.33,4237953172,35.53,17.541,301
AAP,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.1055,8.2364,68.57,4076064794,212.25,63.56,298
CR,CR,CRANE,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,-0.651,24.0131,85.865,4871047606,86.25,67.28,-60
SRCL,SRCL,STERICYCLE INC,Industrials,Professional & Commercial Services,United States,NASDAQ,,1.2365,50.8907,45.43,4199793159,56.12,39.63,68
FNB,FNB,FNB CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.0781,7.6363,11.5,4152262450,14.71,10.09,1218
BEPC,BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Electrical Utilities & IPPs,Canada,New York Stock Exchange Inc.,,0.919,7.9195,31,5569388700,42.97,27.19,437
MAN,MAN,MANPOWER INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.667,11.5239,79.69,4018455112,92.43,64,348
PNFP,PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Banking Services,United States,NASDAQ,,1.1091,7.535,56.95,4370538338,89,43.31,111
AXS,AXS,AXIS CAPITAL HOLDINGS LTD,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8456,19.9322,53.4,4460215000,63.99,48.32,692
TDOC,TDOC,TELADOC HEALTH INC,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,1.0848,,25.415,4159688299,44.66,21.6,0
RYAN,RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.282,77.5352,44.13,11464126704,46.4,32.13,320
QDEL,QDEL,QUIDELORTHO CORP,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.2725,44.4556,82.12,5471940556,108.35,66.88,0
SLGN,SLGN,SILGAN HOLDINGS INC,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.7958,15.8442,47.115,5166430000,55.41,38.59,533
R,R,RYDER SYSTEM INC,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,1.5579,5.0745,83.253,3870617624,102.36,65.6912,-321
LEG,LEG,LEGGETT & PLATT INC,Consumer Discretionary,Household Goods,United States,New York Stock Exchange Inc.,,1.3075,14.5811,29.82,3969393876,41.935,28.77,341
IPGP,IPGP,IPG PHOTONICS CORP,Information Technology,Electronic Equipment & Parts,United States,NASDAQ,,1.2415,69.7084,133.53,6316714097,137.33,79.875,103
ZION,ZION,ZIONS BANCORPORATION,Financials,Banking Services,United States,NASDAQ,,1.0912,4.6337,27.22,4031301054,59.75,18.26,1470
CABO,CABO,CABLE ONE INC,Communication,Telecommunications Services,United States,New York Stock Exchange Inc.,,0.8568,34.1271,659.035,3834102000,1464.2,602.7,324
THG,THG,HANOVER INSURANCE GROUP INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.6886,36.1641,111.79,3993834133,149.64,109.13,705
SLM,SLM,SLM CORP,Financials,Banking Services,United States,NASDAQ,,1.2245,9.4494,16.445,3985922655,17.925,10.81,589
WAL,WAL,WESTERN ALLIANCE,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.372,4.2024,37.33,4087690995,86.87,7.46,2245
HE,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.4095,17.3969,36.17,3963222857,44.005,33.18,6
DOCS,DOCS,DOXIMITY INC CLASS A,Health Care,Software & IT Services,United States,New York Stock Exchange Inc.,,1.726,63.3612,33.75,6573784500,47.46,22.91,121
RUN,RUN,SUNRUN INC,Industrials,Renewable Energy,United States,NASDAQ,,2.306,308.6709,17.75,3827109450,39.13,14.55,-806
LITE,LITE,LUMENTUM HOLDINGS INC,Information Technology,Communications & Networking,United States,NASDAQ,,1.0876,126.2421,56.43,3876741000,96.46,42,368
WLK,WLK,WESTLAKE CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.2565,8.0276,118.48,15122893832,126.32,81.285,2287
WEN,WEN,WENDYS,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,0.9051,25.6791,21.685,4569821002,23.9,18.5,268
AM,AM,ANTERO MIDSTREAM CORP,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,2.2916,16.0885,11.285,5412920217,11.61,8.56,683
SNX,SNX,TD SYNNEX CORP,Information Technology,"Computers, Phones & Household Electronics",United States,New York Stock Exchange Inc.,,1.6093,12.6937,93.39,8687884920,111.57,78.865,-167
PENN,PENN,PENN ENTERTAINMENT INC,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,2.1813,5.9144,23.89,3681816906,39.35,22.96,615
JHG,JHG,JANUS HENDERSON GROUP PLC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.43,12.7739,27.45,4547309355,31.3,19.09,-18
ESAB,ESAB,ESAB CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.129,19.4712,65.84,3915049000,66.51,32.12,174
AZEK,AZEK,AZEK COMPANY INC CLASS A,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.715,356.8515,29.97,4523447025,30.26,15.12,-67
OLLI,OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,Diversified Retail,United States,NASDAQ,,0.9705,29.9916,57.98,3583075870,72.27,44.72,63
CHH,CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.2678,19.6787,116.28,5929293945,131.64,104.15,273
MSGS,MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Media & Publishing,United States,New York Stock Exchange Inc.,,0.9084,54.4116,188.15,4495535684,209.8174,130.4922,177
CNXC,CNXC,CONCENTRIX CORP,Industrials,Professional & Commercial Services,United States,NASDAQ,,0.799,11.5477,81.25,4230688312,151.82,76.25,461
ICUI,ICUI,ICU MEDICAL INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.6258,340.9489,178.17,4287547021,212.43,128.9,-152
KRC,KRC,KILROY REALTY REIT CORP,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.8993,14.7583,30.02,3524170000,55.03,25.99,499
NEWR,NEWR,NEW RELIC INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.849,0,65.525,4600396236,86,47.85,51
AFRM,AFRM,AFFIRM HOLDINGS INC CLASS A,Financials,Financial Technology (Fintech) & Infrastructure,United States,NASDAQ,,3.447,,15.2,4494419600,40.97,8.62,-274
NWL,NWL,NEWELL BRANDS INC,Consumer Discretionary,Household Goods,United States,NASDAQ,,0.9546,23.617,8.955,3708265500,21.55,7.8,-584
CUZ,CUZ,COUSINS PROPERTIES REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.1135,20.8101,22.62,3431316018,31.118,18.055,23
LAZ,LAZ,LAZARD LTD CLASS A,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.4001,14.4773,31.74,3579196014,43.44,27.71,834
CACC,CACC,CREDIT ACCEPTANCE CORP,Financials,Banking Services,United States,NASDAQ,,1.3333,15.9798,509,6534277320,617.44,358,1236
EPR,EPR,EPR PROPERTIES REIT,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.6678,20.4865,46.83,3459834000,55.9,33.92,442
WTM,WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.402,14.8514,1370,3491252000,1560.21,1172,326
WU,WU,WESTERN UNION,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.8707,5.7361,11.605,4345701140,17.42,10.07,550
PAG,PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.2478,9.1638,166.32,11476116590,167.86,94.49,1177
YETI,YETI,YETI HOLDINGS INC,Consumer Discretionary,Leisure Products,United States,New York Stock Exchange Inc.,,2.4701,44.7134,38.99,3378449578,55.15,27.86,55
AWI,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.1292,16.4027,73.185,3302024500,94.94,62.0301,108
PINC,PINC,PREMIER INC CLASS A,Health Care,Healthcare Providers & Services,United States,NASDAQ,,0.3119,17.7677,27.455,3240122000,38.98,24.88,357
FOUR,FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.803,54.657,65.38,5439257717,76.4,29.39,225
RARE,RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.8887,,47.1525,3339078825,68.68,33.36,-497
NCR,NCR,NCR CORP,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.6424,38.336,25.01,3511404000,35.42,18.06,355
AGO,AGO,ASSURED GUARANTY LTD,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.106,23.2059,55.56,3296989293,67.13,45.21,-2479
LYFT,LYFT,LYFT INC CLASS A,Industrials,Software & IT Services,United States,NASDAQ,,1.773,,9.9,3743415720,21.52,7.85,-352
ENOV,ENOV,ENOVIS CORP,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.8926,,63.985,3486952793,66.71,43.88,-161
LOPE,LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Miscellaneous Educational Service Providers,United States,NASDAQ,,0.6035,16.8066,102.035,3135131491,124.525,78.37,186
SPR,SPR,SPIRIT AEROSYSTEMS INC CLASS A,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,1.6436,0,29.5211,3049129000,38.55,21.14,-516
SPB,SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,Household Goods,United States,New York Stock Exchange Inc.,,1.4021,,78.015,3198962946,84.12,38.93,-118
AZTA,AZTA,AZENTA INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.5586,267.7935,46.715,3044255850,78.145,36.01,-543
VSAT,VSAT,VIASAT INC,Information Technology,Communications & Networking,United States,NASDAQ,,1.2379,,41.06,5061712560,47.35,25.38,-709
KMPR,KMPR,KEMPER CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.904,,48.88,3127892788,68.15,40.645,-210
SIRI,SIRI,SIRIUS XM HOLDINGS INC,Communication,Media & Publishing,United States,NASDAQ,,0.9813,14.8491,4.28,16556747720,6.85,3.32,1550
VNO,VNO,VORNADO REALTY TRUST REIT,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.3908,46.9725,16.97,3256213782,30.8997,12.31,799
BHF,BHF,BRIGHTHOUSE FINANCIAL INC,Financials,Insurance,United States,NASDAQ,,1.2919,,46.505,3109348482,60.54,38.3802,-1151
S,S,SENTINELONE INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.866,0,14.825,4329301757,30,12.43,-212
IART,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.1652,19.464,40.56,3322044086,60.69,37.36,222
FRPT,FRPT,FRESHPET INC,Consumer Staples,Food & Tobacco,United States,NASDAQ,,0.9713,,65.85,3168755338,73.48,36.02,-273
TNL,TNL,TRAVEL LEISURE,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.6924,8.8553,40.13,3062028956,48.12,33.57,390
AMED,AMED,AMEDISYS INC,Health Care,Healthcare Providers & Services,United States,NASDAQ,,1.0467,26.6664,91.625,2987690591,131.32,69.365,127
NSA,NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.7236,34.5467,34.629,3057860862,58.31,33.715,400
SAM,SAM,BOSTON BEER INC CLASS A,Consumer Staples,Beverages,United States,New York Stock Exchange Inc.,,1.0505,63.0879,309.5948,3798650797,422.75,298.36,109
SSRM,SSRM,SSR MINING INC,Materials,Metals & Mining,Canada,NASDAQ,,0.8819,18.8376,13.7029,2796693375,17.75,12.78,23
RNG,RNG,RINGCENTRAL INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.902,,33.13,3167276038,61.42,25.32,105
ZG,ZG,ZILLOW GROUP INC CLASS A,Real Estate,Real Estate Operations,United States,NASDAQ,,1.714,143.5432,48.99,12220710000,51.94,26.2135,4389
DNB,DNB,DUN BRADST HLDG INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.905,0,11.525,5063377365,16.67,9.5,319
DNA,DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,Materials,Biotechnology & Medical Research,United States,New York Stock Exchange Inc.,,2.534,,1.7915,3521191458,4.91,1.12,-304
RCM,RCM,R1 RCM INC,Health Care,Healthcare Providers & Services,United States,NASDAQ,,0.8538,175.0431,18.44,7711655944,27.07,6.71,-103
GO,GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,Food & Drug Retailing,United States,NASDAQ,,0.0048,44.6437,30.335,2981519460,46.37,25.71,55
PK,PK,PARK HOTELS RESORTS INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.9511,10.91,12.685,2654404000,15.9623,10.7,241
KD,KD,KYNDRYL HOLDINGS INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.463,,13.05,2973365505,17.21,7.93,-871
ALGM,ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.6,43.4814,43.18,8299567348,48.7199,19.2022,113
CXT,CXT,CRANE NXT,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.4873,7.9062,56.18,3187100388,57.1658,29.3969,0
COLM,COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,Textiles & Apparel,United States,NASDAQ,,0.9495,16.4074,76.78,4763443484,98.32,65.02,-84
CNM,CNM,CORE & MAIN INC CLASS A,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.217,14.3571,30.63,7078838040,30.8,18.75,376
AGR,AGR,AVANGRID INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.4324,21.1844,37.31,14429608921,51.71,36.81,-1484
CRI,CRI,CARTERS INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.248,12.214,69.715,2627447503,86.76,60.655,48
HHC,HHC,HOWARD HUGHES CORP,Real Estate,Real Estate Operations,United States,New York Stock Exchange Inc.,,1.4704,24.1634,78.56,3927057280,89.58,50.9,323
AYX,AYX,ALTERYX INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.5164,0,44.285,3119863635,70.63,34.7,-140
HIW,HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.1424,15.2756,23.8471,2514862702,35.78,19.45,422
KSS,KSS,KOHLS CORP,Consumer Discretionary,Diversified Retail,United States,New York Stock Exchange Inc.,,1.74,,22.92,2497137000,37,17.887,-544
ROIV,ROIV,ROIVANT SCIENCES LTD,Health Care,Pharmaceuticals,United States,NASDAQ,,0.96,,9.89,7500846986,10.83,2.87,-856
HTZ,HTZ,HERTZ GLOBAL HLDGS INC,Industrials,Passenger Transportation Services,United States,NASDAQ,,1.898,3.8878,18.05,5690078390,22.46,14.49,2388
SMG,SMG,SCOTTS MIRACLE GRO,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.6048,,61.53,3450117543,90.0111,39.055,-243
GTLB,GTLB,GITLAB INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,2.574,,50.06,7649168000,70.96,26.24,-83
BOKF,BOKF,BOK FINANCIAL CORP,Financials,Banking Services,United States,NASDAQ,,1.2101,8.8697,82.28,5479916292,110.85,70.21,5122
HCP,HCP,HASHICORP INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,2.606,,25.64,4919903196,44.34,21.5,-93
LSXMA,LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,Media & Publishing,United States,NASDAQ,,1.1213,9.2916,32.06,29859450000,45.26,25.05,1811
PTON,PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,Leisure Products,United States,NASDAQ,,1.8992,,7.595,2691197869,17.83,6.62,-2357
CWEN,CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.8259,5.3541,28.07,4448917000,41.79,27.96,675
NWS,NWS,NEWS CORP CLASS B,Communication,Media & Publishing,United States,NASDAQ,,1.3259,23.8316,19.74,11242100000,21.86,15.15,855
FHB,FHB,FIRST HAWAIIAN INC,Financials,Banking Services,United States,NASDAQ,,1.0204,8.339,18.035,2301220912,28.2784,15.08,431
AMC,AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,Metals & Mining,United States,New York Stock Exchange Inc.,,-0.0706,0,0.2,3160250,0.3,0.013,-831
NEU,NEU,NEWMARKET CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,0.3822,12.3754,407.455,3922145531,411.55,280.28,-56
JWN,JWN,NORDSTROM INC,Consumer Discretionary,Diversified Retail,United States,New York Stock Exchange Inc.,,2.2723,170.7982,19.76,3191117488,27.425,14.025,473
CHPT,CHPT,CHARGEPOINT HOLDINGS INC CLASS A,Industrials,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,1.6153,,8.5096,3006549751,19.92,7.22,-286
NCNO,NCNO,NCINO INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.57,,30.155,3385004292,39.8256,19.58,-25
CERT,CERT,CERTARA INC,Health Care,Software & IT Services,United States,NASDAQ,,1.662,202.8523,18.145,2900146196,24.96,10.6,91
PEGA,PEGA,PEGASYSTEMS INC,Information Technology,Software & IT Services,United States,NASDAQ,,1.0358,879.2032,48.266,4004206244,52.21,29.05,22
MP,MP,MP MATERIALS CORP CLASS A,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,1.647,17.7514,22.7142,4034514375,40.12,20.21,17
QS,QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,1.945,0,7.59,3367394580,13.86,5.11,-377
SHC,SHC,SOTERA HEALTH COMPANY,Health Care,Healthcare Providers & Services,United States,NASDAQ,,1.974,38.6701,18.895,5338149267,20.41,5.78,96
CCCS,CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Software & IT Services,United States,NASDAQ,,0.848,246.5231,11.055,6946011270,11.4,8.195,152
TPG,TPG,TPG INC CLASS A,Financials,Investment Banking & Investment Services,United States,NASDAQ,,1.685,131.172,28.49,8572789148,44.43,23.09,1373
GPS,GPS,GAP INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.9065,107.2322,8.735,3214974401,15.49,7.22,-78
TRIP,TRIP,TRIPADVISOR INC,Communication,Hotels & Entertainment Services,United States,NASDAQ,,1.3848,130.8039,16.575,2355479880,28.05,14.385,456
SNDR,SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,1.0494,10.902,28.975,5169705012,30.93,20.26,395
VIRT,VIRT,VIRTU FINANCIAL INC CLASS A,Financials,Investment Banking & Investment Services,United States,NASDAQ,,0.2081,8.6043,17.225,2831300810,25.71,16.26,744
TNDM,TNDM,TANDEM DIABETES CARE INC,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,0.9307,,25.79,1666597253,70.805,23.6,16
DISH,DISH,DISH NETWORK CORP CLASS A,Communication,Media & Publishing,United States,NASDAQ,,1.8018,2.0097,6.695,3565808551,20.35,5.83,365
MRCY,MRCY,MERCURY SYSTEMS INC,Industrials,Aerospace & Defense,United States,NASDAQ,,0.9431,755.1745,33.55,1952277854,65.415,28.9,-47
DRVN,DRVN,DRIVEN BRANDS HOLDINGS INC,Industrials,Personal & Household Products & Services,United States,NASDAQ,,1.094,111.6505,26.065,4367459219,35.45,23.35,-239
GTES,GTES,GATES INDUSTRIAL PLC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.5554,17.377,13.31,3793750631,14.93,9.4,268
MRTX,MRTX,MIRATI THERAPEUTICS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.0089,,36.98,2151750822,101.3,35.55,-575
LENB,LENB,LENNAR CORP CLASS B,Consumer Discretionary,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.4573,8.5631,123.58,40296360000,127.0842,67.78,7552
REYN,REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Household Goods,United States,NASDAQ,,0.4667,26.1575,28.2,5922253800,32.5,25.9,91
NFE,NFE,NEW FORTRESS ENERGY INC CLASS A,Energy,Natural Gas Utilities,United States,NASDAQ,,1.5758,52.3883,26.765,5487633303,63.06,25.06,-819
MRVI,MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.619,8.631,12.64,3172421328,30.44,11.59,519
VSCO,VSCO,VICTORIA S SECRET,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.569,5.2885,17.54,1353198371,48.16,16.85,437
FWONA,FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Media & Publishing,United States,NASDAQ,,1.0897,36.4832,67.755,29859450000,72.09,45.005,1811
UAA,UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,1.6028,8.4513,7.115,3048162000,13.045,6.38,595
HAYW,HAYW,HAYWARD HOLDINGS INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.371,24.4793,12.575,2676058085,15.17,7.97,86
LBRDA,LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,Media & Publishing,United States,NASDAQ,,1.1598,12.0417,79.05,11616210000,123.74,68.15,-237
PYCR,PYCR,PAYCOR HCM INC,Industrials,Software & IT Services,United States,NASDAQ,,1.522,,22.72,4010877472,34.9499,20.5,22
UA,UA,UNDER ARMOUR INC CLASS C,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,1.6028,7.869,6.61,3048162000,11.415,5.74,595
ADT,ADT,ADT INC,Consumer Discretionary,Communications & Networking,United States,New York Stock Exchange Inc.,,1.717,233.3333,5.985,5515678444,10.095,4.89,1711
RKT,RKT,ROCKET COMPANIES INC CLASS A,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.616,26.5323,9.1108,18001883947,11.375,5.97,0
PPC,PPC,PILGRIMS PRIDE CORP,Consumer Staples,Food & Tobacco,United States,NASDAQ,,0.964,10.8042,21.075,4989154297,33.96,19.96,0
SEB,SEB,SEABOARD CORP,Consumer Staples,Food & Tobacco,United States,Nyse Mkt Llc,,0.4495,8.9488,3560.12,4125409000,4242.95,3295,202
